Treatment,Num,Day,temp,WaterLeft,Ecleft,SPAD,NewLeaf,Size,AVGtemp,MAXtemp,class
A,8,9,35,200,0.045,57.27142857,0,27022,2786.742654,3462,1
A,9,9,35,200,0.045,57.6,1,26991,2895.755733,3512,1
A,10,9,35,200,0.045,58.35,0,23308,2807.781406,3533,1
A,11,9,35,200,0.045,59.1,1,17975,3144.975132,3574,1
A,12,9,35,200,0.045,59.85,0,26657,3137.893686,3535,1
A,13,9,35,200,0.045,60.6,0,29888,2877.826552,3759,1
A,14,9,35,200,0.045,61.35,0,19921,2844.080669,3567,1
A,15,9,35,200,0.045,62.1,0,21453,2849.293339,3613,1
A,16,9,35,200,0.045,60.31666667,1,22329,3011.861391,3732,1
A,17,9,35,200,0.045,58.53333333,0,23893,2726.440547,3535,1
A,18,9,35,200,0.045,56.75,0,23207,2904.038954,3654,1
A,19,9,35,200,0.045,54.96666667,1,24401,2738.344863,3514,1
A,20,9,35,200,0.045,53.18333333,0,27795,2867.062097,3504,1
A,21,9,35,200,0.045,51.4,1,22447,3070.558738,3631,1
A,22,9,35,200,0.045,52.36666667,0,23098,2872.599922,3596,1
A,23,9,35,200,0.045,53.33333333,1,19838,3002.475955,3638,1
A,24,9,35,200,0.045,54.3,1,20198,3228.673334,3529,1
A,25,9,35,200,0.045,55.26666667,0,20696,3036.265607,3661,1
A,26,9,35,200,0.045,56.23333333,1,24221,2892.37773,3529,1
A,27,9,35,200,0.045,57.2,1,19340,3184.759255,3641,1
A,28,9,35,200,0.045,57.2,1,29830,3125.299061,3501,1
A,29,9,35,200,0.045,57.2,1,33535,3194.665901,3561,1
A,30,9,35,200,0.045,57.2,0,29890,2983.844496,3482,1
B,1,9,35,142.5,1.625,63.9,1,28636,2921.563731,3499,2
B,2,9,35,142.5,1.625,63.9,0,23058,2823.464698,3344,2
B,3,9,35,142.5,1.625,62.8,0,25571,2827.249071,3354,2
B,4,9,35,142.5,1.625,61.7,0,23394,2837.747371,3380,2
B,5,9,35,142.5,1.625,60.6,0,17335,3143.198385,3424,2
B,6,9,35,142.5,1.625,59.5,0,23448,2996.042562,3334,2
B,7,9,35,142.5,1.625,58.4,1,22901,2834.176761,3684,2
B,8,9,35,142.5,1.625,57.3,1,27741,2917.455319,3399,2
B,9,9,35,142.5,1.625,56.2,0,29627,3106.003645,3647,2
B,10,9,35,142.5,1.625,57.36666667,0,33027,3231.550792,3463,2
B,11,9,35,142.5,1.625,58.53333333,1,24858,3160.339891,3707,2
B,12,9,35,142.5,1.625,59.7,1,25957,3207.367338,3641,2
B,13,9,35,142.5,1.625,60.86666667,1,23817,3188.947055,3622,2
B,14,9,35,142.5,1.625,62.03333333,0,19357,3101.825903,3488,2
B,15,9,35,142.5,1.625,63.2,0,20581,2813.442107,3503,2
B,16,9,35,142.5,1.625,61.7,0,20131,2784.556157,3463,2
B,17,9,35,142.5,1.625,60.2,1,23962,3153.01156,3523,2
B,18,9,35,142.5,1.625,58.7,1,21700,3192.552258,3477,2
B,19,9,35,142.5,1.625,57.2,1,30147,3139.789332,3453,2
B,20,9,35,142.5,1.625,55.7,0,18317,2778.179178,3390,2
B,21,9,35,142.5,1.625,54.2,1,26532,2919.753769,3486,2
B,22,9,35,142.5,1.625,54.63333333,1,22127,3243.41307,3615,2
B,23,9,35,142.5,1.625,55.06666667,1,24903,3096.475565,3637,2
B,24,9,35,142.5,1.625,55.5,1,31921,3131.92118,3508,2
B,25,9,35,142.5,1.625,55.93333333,0,24052,3188.66456,3683,2
B,26,9,35,142.5,1.625,56.36666667,0,22998,3064.833464,3459,2
B,27,9,35,142.5,1.625,56.8,0,27479,3076.195313,3509,2
B,28,9,35,142.5,1.625,56.8,0,25681,3367.274911,3710,2
B,29,9,35,142.5,1.625,56.8,1,22327,3007.574103,3718,2
B,30,9,35,142.5,1.625,56.8,1,30264,3329.882765,3689,2
C,1,9,35,90,1.65,50.9,0,23726,3315.370985,3970,3
C,2,9,35,90,1.65,50.9,1,20492,3395.853065,4011,3
C,3,9,35,90,1.65,50.82857143,1,25757,3514.883216,3928,3
C,4,9,35,90,1.65,50.75714286,1,25940,3357.523169,3884,3
C,5,9,35,90,1.65,50.68571429,0,20488,3742.027675,4155,3
C,6,9,35,90,1.65,50.61428571,0,23146,3582.109609,4116,3
C,7,9,35,90,1.65,50.54285714,0,27249,3579.712907,3920,3
C,8,9,35,90,1.65,50.47142857,0,29105,3397.342965,4200,3
C,9,9,35,90,1.65,50.4,1,26977,3492.611224,4031,3
C,10,9,35,90,1.65,50.58333333,1,29630,3434.649443,4052,3
C,11,9,35,90,1.65,50.76666667,1,28459,3407.59345,3888,3
C,12,9,35,90,1.65,50.95,1,30441,3567.028317,3934,3
C,13,9,35,90,1.65,51.13333333,0,28780,3603.126303,3972,3
C,14,9,35,90,1.65,51.31666667,0,24885,3231.21302,3860,3
C,15,9,35,90,1.65,51.5,1,21016,3201.514608,3893,3
C,16,9,35,90,1.65,51.28333333,0,29707,3490.569495,3971,3
C,17,9,35,90,1.65,51.06666667,1,25773,3393.637838,3814,3
C,18,9,35,90,1.65,50.85,0,27169,3256.077073,4011,3
C,19,9,35,90,1.65,50.63333333,0,19974,3110.547562,3768,3
C,20,9,35,90,1.65,50.41666667,0,28230,3439.894439,3902,3
C,21,9,35,90,1.65,50.2,1,32108,3265.946057,4021,3
C,22,9,35,90,1.65,51.91666667,0,25982,3312.729697,3811,3
C,23,9,35,90,1.65,53.63333333,0,24356,3446.74922,4016,3
C,24,9,35,90,1.65,55.35,0,29732,3395.296448,3915,3
C,25,9,35,90,1.65,57.06666667,0,21554,3277.80695,3619,3
C,26,9,35,90,1.65,58.78333333,1,23511,3247.276849,3706,3
C,27,9,35,90,1.65,60.5,0,18896,3048.488146,3656,3
C,28,9,35,90,1.65,60.5,0,29749,3269.303405,3787,3
C,29,9,35,90,1.65,60.5,0,27758,3357.113121,3711,3
C,30,9,35,90,1.65,60.5,0,21096,3169.517823,3468,3
D,1,9,35,57.5,1.675,52.5,0,17087,3300.453561,3797,4
D,2,9,35,57.5,1.675,52.5,0,19686,3313.983745,3866,4
D,3,9,35,57.5,1.675,53.2,1,18239,3356.314546,3682,4
D,4,9,35,57.5,1.675,53.9,1,20614,3374.748084,3929,4
D,5,9,35,57.5,1.675,54.6,0,20561,3322.777102,3720,4
D,6,9,35,57.5,1.675,55.3,0,18151,3295.629662,3853,4
D,7,9,35,57.5,1.675,56,1,25151,3355.141545,4062,4
D,8,9,35,57.5,1.675,56.7,0,20991,3340.573055,3981,4
D,9,9,35,57.5,1.675,57.4,1,19876,3361.482441,4121,4
D,10,9,35,57.5,1.675,56.21666667,1,24408,3351.813913,4134,4
D,11,9,35,57.5,1.675,55.03333333,1,22973,3401.395769,4120,4
D,12,9,35,57.5,1.675,53.85,0,25804,3385.779337,4076,4
D,13,9,35,57.5,1.675,52.66666667,1,23029,3409.457467,3823,4
D,14,9,35,57.5,1.675,51.48333333,0,25734,3378.97921,3990,4
D,15,9,35,57.5,1.675,50.3,1,20358,3409.476275,3785,4
D,16,9,35,57.5,1.675,50.71666667,0,26846,3397.986404,4085,4
D,17,9,35,57.5,1.675,51.13333333,0,25918,3335.986959,3929,4
D,18,9,35,57.5,1.675,51.55,0,23515,3305.788858,3753,4
D,19,9,35,57.5,1.675,51.96666667,0,21821,3347.327529,3885,4
D,20,9,35,57.5,1.675,52.38333333,0,32541,3440.721889,4139,4
D,21,9,35,57.5,1.675,52.8,0,20496,3378.221409,3892,4
D,22,9,35,57.5,1.675,52.51666667,0,26964,3304.73472,3908,4
D,23,9,35,57.5,1.675,52.23333333,0,25886,3323.302866,3871,4
D,24,9,35,57.5,1.675,51.95,1,22946,3208.746143,3670,4
D,25,9,35,57.5,1.675,51.66666667,0,21988,3203.238994,3651,4
D,26,9,35,57.5,1.675,51.38333333,0,19626,3267.543718,3792,4
D,27,9,35,57.5,1.675,51.1,1,23092,3223.742205,3929,4
D,28,9,35,57.5,1.675,51.1,0,31940,3319.153757,3847,4
D,29,9,35,57.5,1.675,51.1,0,33845,3328.634717,3738,4
D,30,9,35,57.5,1.675,51.1,0,25132,3197.815176,3812,4
A,1,10,36,217.5,0.03,59,1,32054,2660.024708,3320,1
A,2,10,36,217.5,0.03,59,0,30338,2651.903553,3477,1
A,3,10,36,217.5,0.03,59.15714286,0,33798,2673.211166,3417,1
A,4,10,36,217.5,0.03,59.31428571,0,26293,2678.809531,3443,1
A,5,10,36,217.5,0.03,59.47142857,0,26299,2714.397163,3419,1
A,6,10,36,217.5,0.03,59.62857143,0,25743,2720.811483,3384,1
A,7,10,36,217.5,0.03,59.78571429,0,29293,2758.391664,3406,1
A,8,10,36,217.5,0.03,59.94285714,0,25537,2809.494263,3401,1
A,9,10,36,217.5,0.03,60.1,0,23051,2808.31157,3461,1
A,10,10,36,217.5,0.03,59.43333333,0,19430,2854.666392,3535,1
A,11,10,36,217.5,0.03,58.76666667,0,22760,2838.519288,3416,1
A,12,10,36,217.5,0.03,58.1,1,33071,2770.489523,3526,1
A,13,10,36,217.5,0.03,57.43333333,1,24178,2800.451857,3432,1
A,14,10,36,217.5,0.03,56.76666667,0,23309,2736.308507,3473,1
A,15,10,36,217.5,0.03,56.1,1,26751,2732.645658,3476,1
A,16,10,36,217.5,0.03,55.66666667,0,25252,2636.983249,3458,1
A,17,10,36,217.5,0.03,55.23333333,1,28758,2691.867272,3524,1
A,18,10,36,217.5,0.03,54.8,0,27587,2681.550295,3508,1
A,19,10,36,217.5,0.03,54.36666667,0,20525,2628.289452,3422,1
A,20,10,36,217.5,0.03,53.93333333,0,24701,2625.673819,3504,1
A,21,10,36,217.5,0.03,53.5,0,23794,2716.990796,3546,1
A,22,10,36,217.5,0.03,54.45,1,27871,2722.144344,3549,1
A,23,10,36,217.5,0.03,55.4,0,22422,2707.622647,3506,1
A,24,10,36,217.5,0.03,56.35,0,24273,2675.997363,3482,1
A,25,10,36,217.5,0.03,57.3,0,23703,2774.463697,3564,1
A,26,10,36,217.5,0.03,58.25,0,22222,2734.547115,3439,1
A,27,10,36,217.5,0.03,59.2,0,23138,2787.906906,3524,1
A,28,10,36,217.5,0.03,59.2,0,28355,2753.868877,3446,1
A,29,10,36,217.5,0.03,59.2,0,31918,2894.698195,3532,1
A,30,10,36,217.5,0.03,59.2,1,30433,2829.475306,3387,1
B,1,10,36,152.5,1.7,61.4,0,31571,3065.000317,3384,2
B,2,10,36,152.5,1.7,61.4,1,23439,2813.034387,3448,2
B,3,10,36,152.5,1.7,61.12857143,1,28387,3064.603903,3279,2
B,4,10,36,152.5,1.7,60.85714286,0,21593,2813.663039,3317,2
B,5,10,36,152.5,1.7,60.58571429,0,21621,2974.908931,3305,2
B,6,10,36,152.5,1.7,60.31428571,0,24219,3080.325819,3328,2
B,7,10,36,152.5,1.7,60.04285714,0,24481,3139.957722,3426,2
B,8,10,36,152.5,1.7,59.77142857,0,26292,3139.338278,3417,2
B,9,10,36,152.5,1.7,59.5,0,26258,3081.780638,3323,2
B,10,10,36,152.5,1.7,58.05,1,30919,3081.530515,3337,2
B,11,10,36,152.5,1.7,56.6,0,28905,3119.833178,3418,2
B,12,10,36,152.5,1.7,55.15,0,29127,3068.220929,3442,2
B,13,10,36,152.5,1.7,53.7,0,26450,3084.044272,3596,2
B,14,10,36,152.5,1.7,52.25,0,21638,2976.290415,3440,2
B,15,10,36,152.5,1.7,50.8,1,25052,3110.641106,3504,2
B,16,10,36,152.5,1.7,51.18333333,1,21857,2899.046301,3304,2
B,17,10,36,152.5,1.7,51.56666667,0,31239,3057.089343,3528,2
B,18,10,36,152.5,1.7,51.95,0,23852,3034.353891,3535,2
B,19,10,36,152.5,1.7,52.33333333,0,28098,3053.656488,3430,2
B,20,10,36,152.5,1.7,52.71666667,0,16204,2884.213281,3382,2
B,21,10,36,152.5,1.7,53.1,0,28837,3161.642369,3442,2
B,22,10,36,152.5,1.7,52.73333333,0,30158,3070.983487,3632,2
B,23,10,36,152.5,1.7,52.36666667,0,25491,3099.524499,3517,2
B,24,10,36,152.5,1.7,52,0,34439,3149.443509,3476,2
B,25,10,36,152.5,1.7,51.63333333,0,23847,3034.308257,3551,2
B,26,10,36,152.5,1.7,51.26666667,1,24338,3154.075232,3464,2
B,27,10,36,152.5,1.7,50.9,1,30986,3213.211192,3478,2
B,28,10,36,152.5,1.7,50.9,0,25247,3094.928031,3417,2
B,29,10,36,152.5,1.7,50.9,0,20865,3081.673472,3505,2
B,30,10,36,152.5,1.7,50.9,0,29911,3194.2697,3442,2
C,1,10,36,92.5,1.655,50.5,0,24713,3430.433335,3803,3
C,2,10,36,92.5,1.655,50.5,0,23226,3294.063636,3983,3
C,3,10,36,92.5,1.655,50.48571429,0,25382,3192.865771,3537,3
C,4,10,36,92.5,1.655,50.47142857,0,26875,3287.607888,3743,3
C,5,10,36,92.5,1.655,50.45714286,0,24241,3109.776783,3793,3
C,6,10,36,92.5,1.655,50.44285714,0,22429,3204.986491,3821,3
C,7,10,36,92.5,1.655,50.42857143,0,24377,3191.98876,3869,3
C,8,10,36,92.5,1.655,50.41428571,0,25660,3507.754871,4072,3
C,9,10,36,92.5,1.655,50.4,0,28094,3491.292696,4158,3
C,10,10,36,92.5,1.655,51.28333333,0,25405,3083.808463,3989,3
C,11,10,36,92.5,1.655,52.16666667,0,25981,3159.227243,3993,3
C,12,10,36,92.5,1.655,53.05,0,27135,3105.653989,3578,3
C,13,10,36,92.5,1.655,53.93333333,1,28599,3113.22312,3727,3
C,14,10,36,92.5,1.655,54.81666667,0,27565,3349.186541,3741,3
C,15,10,36,92.5,1.655,55.7,0,17733,3079.453166,3569,3
C,16,10,36,92.5,1.655,54.85,0,27500,3042.442036,3785,3
C,17,10,36,92.5,1.655,54,0,23936,3119.468625,3536,3
C,18,10,36,92.5,1.655,53.15,0,29056,3428.162032,3800,3
C,19,10,36,92.5,1.655,52.3,1,25988,3579.598738,4200,3
C,20,10,36,92.5,1.655,51.45,1,26671,3342.466987,3933,3
C,21,10,36,92.5,1.655,50.6,0,30512,3399.671277,3811,3
C,22,10,36,92.5,1.655,51.18333333,0,25138,3383.59416,3884,3
C,23,10,36,92.5,1.655,51.76666667,0,26114,3281.402428,3986,3
C,24,10,36,92.5,1.655,52.35,0,25817,3230.020762,4000,3
C,25,10,36,92.5,1.655,52.93333333,1,27282,3279.658053,3842,3
C,26,10,36,92.5,1.655,53.51666667,0,22714,3165.451308,3733,3
C,27,10,36,92.5,1.655,54.1,1,18893,3164.391468,3490,3
C,28,10,36,92.5,1.655,54.1,0,26093,3145.337025,3496,3
C,29,10,36,92.5,1.655,54.1,0,25259,3096.762778,3629,3
C,30,10,36,92.5,1.655,54.1,1,25838,3327.207446,3673,3
D,1,10,36,65,1.666,56.3,0,19642,3212.610019,3700,4
D,2,10,36,65,1.666,56.3,0,18858,3231.24658,3668,4
D,3,10,36,65,1.666,55.17142857,0,20066,3312.607944,3631,4
D,4,10,36,65,1.666,54.04285714,0,19890,3266.257868,3716,4
D,5,10,36,65,1.666,52.91428571,1,19723,3301.559753,3541,4
D,6,10,36,65,1.666,51.78571429,1,23247,3258.019529,3613,4
D,7,10,36,65,1.666,50.65714286,0,29150,3331.715437,3861,4
D,8,10,36,65,1.666,49.52857143,1,24820,3384.652941,3881,4
D,9,10,36,65,1.666,48.4,0,23533,3353.55488,3780,4
D,10,10,36,65,1.666,48.75,0,27347,3364.81285,3867,4
D,11,10,36,65,1.666,49.1,0,21024,3361.973554,3738,4
D,12,10,36,65,1.666,49.45,0,23135,3392.561876,3865,4
D,13,10,36,65,1.666,49.8,0,26588,3466.62893,3898,4
D,14,10,36,65,1.666,50.15,0,29576,3501.286989,3839,4
D,15,10,36,65,1.666,50.5,0,25246,3540.876654,3825,4
D,16,10,36,65,1.666,50.8,0,26521,3500.491384,3921,4
D,17,10,36,65,1.666,51.1,0,26032,3496.789106,3824,4
D,18,10,36,65,1.666,51.4,0,19266,3496.89837,3853,4
D,19,10,36,65,1.666,51.7,0,25700,3607.156965,3960,4
D,20,10,36,65,1.666,52,0,32795,3598.248849,4144,4
D,21,10,36,65,1.666,52.3,0,24193,3620.24846,4000,4
D,22,10,36,65,1.666,52.08333333,0,26772,3568.223069,3888,4
D,23,10,36,65,1.666,51.86666667,0,24481,3574.172828,3966,4
D,24,10,36,65,1.666,51.65,0,21925,3500.325929,3870,4
D,25,10,36,65,1.666,51.43333333,0,22272,3544.123114,3942,4
D,26,10,36,65,1.666,51.21666667,0,17966,3389.635589,4030,4
D,27,10,36,65,1.666,51,0,22957,3472.547328,3986,4
D,28,10,36,65,1.666,51,0,29849,3557.720862,3869,4
D,29,10,36,65,1.666,51,0,34541,3495.276512,3853,4
D,30,10,36,65,1.666,51,0,24216,3457.541543,3830,4
A,1,11,36,207.5,0.04,57.4,0,30515,2909.435294,3586,1
A,2,11,36,207.5,0.04,57.4,0,26821,3221.831028,3930,1
A,3,11,36,207.5,0.04,57.61428571,0,29284,2961.990165,3878,1
A,4,11,36,207.5,0.04,57.82857143,0,29972,3037.825204,3789,1
A,5,11,36,207.5,0.04,58.04285714,0,25387,3144.117422,3500,1
A,6,11,36,207.5,0.04,58.25714286,0,27706,3045.98383,3645,1
A,7,11,36,207.5,0.04,58.47142857,1,36133,3009.031855,3971,1
A,8,11,36,207.5,0.04,58.68571429,1,32672,3062.176359,3689,1
A,9,11,36,207.5,0.04,58.9,0,24154,3043.999586,3746,1
A,10,11,36,207.5,0.04,58.35,1,22500,3088.722889,3565,1
A,11,11,36,207.5,0.04,57.8,0,23522,3090.622013,3590,1
A,12,11,36,207.5,0.04,57.25,0,30354,3335.046979,3921,1
A,13,11,36,207.5,0.04,56.7,0,22306,3159.715816,3730,1
A,14,11,36,207.5,0.04,56.15,1,30854,3034.264666,3729,1
A,15,11,36,207.5,0.04,55.6,0,29100,3054.170584,3765,1
A,16,11,36,207.5,0.04,55.31666667,0,24095,3160.480681,3935,1
A,17,11,36,207.5,0.04,55.03333333,0,32624,3083.773756,3802,1
A,18,11,36,207.5,0.04,54.75,1,36776,3256.674434,3896,1
A,19,11,36,207.5,0.04,54.46666667,0,21921,2918.303088,3627,1
A,20,11,36,207.5,0.04,54.18333333,1,28303,3141.924566,3701,1
A,21,11,36,207.5,0.04,53.9,0,23877,3088.674122,3657,1
A,22,11,36,207.5,0.04,54.83333333,0,32024,3089.44042,3654,1
A,23,11,36,207.5,0.04,55.76666667,0,20627,3242.547971,3656,1
A,24,11,36,207.5,0.04,56.7,0,22834,3300.70049,4006,1
A,25,11,36,207.5,0.04,57.63333333,1,25498,3223.843007,3696,1
A,26,11,36,207.5,0.04,58.56666667,0,23009,2948.593159,3559,1
A,27,11,36,207.5,0.04,59.5,0,22898,2997.011224,3540,1
A,28,11,36,207.5,0.04,59.5,0,29825,3116.570126,3686,1
A,29,11,36,207.5,0.04,59.5,0,33982,3363.549615,3839,1
A,30,11,36,207.5,0.04,59.5,0,32571,3082.869976,3619,1
B,1,11,36,152.5,1.71,63.1,0,31858,2902.740724,3440,2
B,2,11,36,152.5,1.71,63.1,0,23936,2862.900652,3364,2
B,3,11,36,152.5,1.71,62.15714286,0,31425,2961.100971,3669,2
B,4,11,36,152.5,1.71,61.21428571,0,22163,2842.34332,3344,2
B,5,11,36,152.5,1.71,60.27142857,0,22396,3064.924942,3504,2
B,6,11,36,152.5,1.71,59.32857143,1,25893,3009.523848,3408,2
B,7,11,36,152.5,1.71,58.38571429,0,23621,2894.335845,3391,2
B,8,11,36,152.5,1.71,57.44285714,0,26616,2959.695521,3495,2
B,9,11,36,152.5,1.71,56.5,0,28881,3089.570894,3656,2
B,10,11,36,152.5,1.71,56.4,0,28396,3265.977356,3656,2
B,11,11,36,152.5,1.71,56.3,0,26529,3106.818877,3435,2
B,12,11,36,152.5,1.71,56.2,0,28637,3157.011908,3655,2
B,13,11,36,152.5,1.71,56.1,0,25243,3156.287882,3510,2
B,14,11,36,152.5,1.71,56,1,27345,3149.788444,3611,2
B,15,11,36,152.5,1.71,55.9,0,27405,3054.584419,3622,2
B,16,11,36,152.5,1.71,55.83333333,0,28963,3016.93509,3769,2
B,17,11,36,152.5,1.71,55.76666667,0,32498,3253.046218,3613,2
B,18,11,36,152.5,1.71,55.7,0,22439,3291.679932,3563,2
B,19,11,36,152.5,1.71,55.63333333,0,30359,3227.516288,3730,2
B,20,11,36,152.5,1.71,55.56666667,0,19414,2962.540126,3645,2
B,21,11,36,152.5,1.71,55.5,0,28274,3074.666124,3570,2
B,22,11,36,152.5,1.71,54.56666667,0,27428,3360.786313,3830,2
B,23,11,36,152.5,1.71,53.63333333,0,25493,3117.526811,3673,2
B,24,11,36,152.5,1.71,52.7,0,36101,3337.512479,3622,2
B,25,11,36,152.5,1.71,51.76666667,1,24184,3252.928217,3737,2
B,26,11,36,152.5,1.71,50.83333333,0,26787,3266.763617,3601,2
B,27,11,36,152.5,1.71,49.9,0,33442,3246.589648,3611,2
B,28,11,36,152.5,1.71,49.9,1,33151,3335.816778,3730,2
B,29,11,36,152.5,1.71,49.9,0,21815,3035.791199,3504,2
B,30,11,36,152.5,1.71,49.9,0,31418,3180.323222,3808,2
C,1,11,36,87.5,1.7,53.9,0,23617,3050.820341,3718,3
C,2,11,36,87.5,1.7,53.9,0,23010,3119.510908,3564,3
C,3,11,36,87.5,1.7,53.5,0,24865,3210.037362,3654,3
C,4,11,36,87.5,1.7,53.1,0,28085,3140.363076,3926,3
C,5,11,36,87.5,1.7,52.7,0,26128,3425.996288,4004,3
C,6,11,36,87.5,1.7,52.3,1,24580,3249.685598,3908,3
C,7,11,36,87.5,1.7,51.9,0,25597,3263.822049,3965,3
C,8,11,36,87.5,1.7,51.5,0,25039,3083.915212,3948,3
C,9,11,36,87.5,1.7,51.1,0,26590,3213.011734,4080,3
C,10,11,36,87.5,1.7,52.08333333,0,26456,3281.29997,3979,3
C,11,11,36,87.5,1.7,53.06666667,0,25569,3493.986194,3957,3
C,12,11,36,87.5,1.7,54.05,0,28173,3598.536862,3990,3
C,13,11,36,87.5,1.7,55.03333333,0,28167,3588.621152,4054,3
C,14,11,36,87.5,1.7,56.01666667,0,24549,3255.676158,3794,3
C,15,11,36,87.5,1.7,57,0,17542,3286.134705,3791,3
C,16,11,36,87.5,1.7,55.86666667,1,30198,3537.24654,4012,3
C,17,11,36,87.5,1.7,54.73333333,0,25864,3506.234457,3864,3
C,18,11,36,87.5,1.7,53.6,1,25431,3343.419291,3889,3
C,19,11,36,87.5,1.7,52.46666667,0,25760,3271.954542,3835,3
C,20,11,36,87.5,1.7,51.33333333,0,31505,3689.472719,4058,3
C,21,11,36,87.5,1.7,50.2,0,30956,3432.366585,3857,3
C,22,11,36,87.5,1.7,51.23333333,0,24897,3458.480459,3966,3
C,23,11,36,87.5,1.7,52.26666667,0,25287,3645.402618,4143,3
C,24,11,36,87.5,1.7,53.3,0,26078,3580.158601,4075,3
C,25,11,36,87.5,1.7,54.33333333,0,27455,3479.969477,4009,3
C,26,11,36,87.5,1.7,55.36666667,0,22132,3461.894045,3808,3
C,27,11,36,87.5,1.7,56.4,0,19920,3300.579518,3824,3
C,28,11,36,87.5,1.7,56.4,1,27005,3467.223736,4132,3
C,29,11,36,87.5,1.7,56.4,1,25925,3509.82704,4007,3
C,30,11,36,87.5,1.7,56.4,0,24618,3365.077057,3665,3
D,1,11,36,65,1.705,57.2,0,19447,3238.410603,3723,4
D,2,11,36,65,1.705,57.2,0,17876,3208.489987,3871,4
D,3,11,36,65,1.705,56.22857143,0,21783,3317.976358,3750,4
D,4,11,36,65,1.705,55.25714286,0,19906,3258.520094,3815,4
D,5,11,36,65,1.705,54.28571429,0,21655,3239.056985,3744,4
D,6,11,36,65,1.705,53.31428571,0,23498,3133.404545,3805,4
D,7,11,36,65,1.705,52.34285714,0,27030,3170.008102,3979,4
D,8,11,36,65,1.705,51.37142857,0,24533,3309.231525,4016,4
D,9,11,36,65,1.705,50.4,0,24315,3121.492248,3807,4
D,10,11,36,65,1.705,50.55,0,28900,3174.510588,4013,4
D,11,11,36,65,1.705,50.7,0,21463,3181.71756,3768,4
D,12,11,36,65,1.705,50.85,0,21255,3182.943355,3892,4
D,13,11,36,65,1.705,51,0,27604,3243.553108,4008,4
D,14,11,36,65,1.705,51.15,0,28987,3293.015352,3910,4
D,15,11,36,65,1.705,51.3,0,24857,3365.244277,3851,4
D,16,11,36,65,1.705,51.46666667,0,25549,3346.448902,3727,4
D,17,11,36,65,1.705,51.63333333,0,23705,3301.099473,3779,4
D,18,11,36,65,1.705,51.8,1,19210,3274.494794,3939,4
D,19,11,36,65,1.705,51.96666667,0,23163,3411.018089,4002,4
D,20,11,36,65,1.705,52.13333333,0,32561,3517.895273,4253,4
D,21,11,36,65,1.705,52.3,0,23550,3481.577749,3864,4
D,22,11,36,65,1.705,52.51666667,0,24133,3416.894211,3979,4
D,23,11,36,65,1.705,52.73333333,0,24954,3444.987577,3949,4
D,24,11,36,65,1.705,52.95,0,21798,3345.764566,3838,4
D,25,11,36,65,1.705,53.16666667,1,21528,3379.502044,3869,4
D,26,11,36,65,1.705,53.38333333,1,18865,3406.704426,3860,4
D,27,11,36,65,1.705,53.6,0,25973,3427.293382,3875,4
D,28,11,36,65,1.705,53.6,0,29114,3575.889847,4063,4
D,29,11,36,65,1.705,53.6,0,34721,3564.613346,3890,4
D,30,11,36,65,1.705,53.6,0,22201,3333.422549,3919,4
A,1,12,36,192.5,-0.005,56.16664756,0,42037,2806.026167,3526,1
A,2,12,36,192.5,-0.005,56.0258313,0,39115,2886.089556,3614,1
A,3,12,36,192.5,-0.005,58.22781502,0,39068,2875.309691,3833,1
A,4,12,36,192.5,-0.005,54.21890786,1,42140,2933.696417,3515,1
A,5,12,36,192.5,-0.005,53.90753704,1,38143,2904.288362,3444,1
A,6,12,36,192.5,-0.005,55.02223466,0,31428,2919.930667,3551,1
A,7,12,36,192.5,-0.005,57.57325951,0,37150,2874.011602,3762,1
A,8,12,36,192.5,-0.005,57.60915988,0,35086,2893.680072,3791,1
A,9,12,36,192.5,-0.005,55.51870532,1,32497,2936.07533,3655,1
A,10,12,36,192.5,-0.005,87.63805952,0,8796105,12.24956637,3736,1
A,11,12,36,192.5,-0.005,57.84654998,0,43841,2928.965147,3862,1
A,12,12,36,192.5,-0.005,55.80407246,0,37517,2873.301383,3574,1
A,13,12,36,192.5,-0.005,56.60566615,0,36415,2885.953645,3675,1
A,14,12,36,192.5,-0.005,56.3068985,0,43525,2869.023871,3622,1
A,15,12,36,192.5,-0.005,59.39551379,0,36279,2869.605943,3949,1
A,16,12,36,192.5,-0.005,57.94902751,0,47040,2893.994005,3828,1
A,17,12,36,192.5,-0.005,57.68628497,0,44139,2895.505449,3802,1
A,18,12,36,192.5,-0.005,57.19697347,0,41512,2904.744604,3762,1
A,19,12,36,192.5,-0.005,55.74945565,0,23389,2897.810937,3599,1
A,20,12,36,192.5,-0.005,54.88103756,0,33333,2978.066901,3611,1
A,21,12,36,192.5,-0.005,57.74495769,0,27232,2887.516561,3797,1
A,22,12,36,192.5,-0.005,59.5778069,0,31689,2913.091451,4024,1
A,23,12,36,192.5,-0.005,56.71091143,0,25628,2913.501756,3721,1
A,24,12,36,192.5,-0.005,56.85120788,1,31019,2902.013218,3752,1
A,25,12,36,192.5,-0.005,55.65283975,0,33266,2910.769284,3606,1
A,26,12,36,192.5,-0.005,55.57912545,0,27525,2933.384814,3627,1
A,27,12,36,192.5,-0.005,54.98655755,0,29697,2939.250867,3572,1
A,28,12,36,192.5,-0.005,55.95751709,1,37376,2909.913153,3668,1
A,29,12,36,192.5,-0.005,56.16967665,0,35512,2950.561557,3712,1
A,30,12,36,192.5,-0.005,55.4337578,0,35014,2903.834723,3574,1
