Treatment,Num,Date,mean_3rd_lower,,,,,,,
A,25,13,3080.447013,,,,,,,
A,26,13,2956.993339,,,,,,,
A,27,13,2952.65899,,,,,,,
A,28,13,3047.009445,,,,,,,
A,29,13,3025.611039,,,,,,,
A,30,13,2936.978897,,,,,,,
B,1,13,2794.11738,,,,,,,
B,2,13,2773.30509,,,,,,,
B,3,13,2766.849686,,,,,,,
B,4,13,2844.528577,,,,,,,
B,5,13,2924.267774,,,,,,,
B,6,13,2833.336887,,,,,,,
B,7,13,3006.974066,,,,,,,
B,8,13,2963.675272,,,,,,,
B,9,13,2940.548128,,,,,,,
B,10,13,3091.046059,,,,,,,
B,11,13,2936.515655,,,,,,,
B,12,13,3016.885398,,,,,,,
B,13,13,2985.726337,,,,,,,
B,14,13,3025.649877,,,,,,,
B,15,13,2874.800448,,,,,,,
B,16,13,2947.428997,,,,,,,
B,17,13,3075.850228,,,,,,,
B,18,13,3144.521462,,,,,,,
B,19,13,3103.786343,,,,,,,
B,20,13,2891.68264,,,,,,,
B,21,13,2927.557768,,,,,,,
B,22,13,3141.825919,,,,,,,
B,23,13,3040.323799,,,,,,,
B,24,13,3127.350288,,,,,,,
B,25,13,3094.661648,,,,,,,
B,26,13,3043.554336,,,,,,,
B,27,13,3052.229443,,,,,,,
B,28,13,3168.808382,,,,,,,
B,29,13,2970.694121,,,,,,,
B,30,13,3008.767505,,,,,,,
C,1,13,2958.938622,,,,,,,
C,2,13,3008.587003,,,,,,,
C,3,13,3178.572515,,,,,,,
C,4,13,3053.493212,,,,,,,
C,5,13,3264.903222,,,,,,,
C,6,13,3257.322353,,,,,,,
C,7,13,3288.852796,,,,,,,
C,8,13,3119.494366,,,,,,,
C,9,13,3165.664819,,,,,,,
C,10,13,3265.220134,,,,,,,
C,11,13,3259.977156,,,,,,,
C,12,13,3303.883617,,,,,,,
C,13,13,3323.905452,,,,,,,
C,14,13,3054.95052,,,,,,,
C,15,13,3179.810509,,,,,,,
C,16,13,3290.875965,,,,,,,
C,17,13,3261.22236,,,,,,,
C,18,13,3177.379495,,,,,,,
C,19,13,3127.580278,,,,,,,
C,20,13,3267.614016,,,,,,,
C,21,13,3155.503124,,,,,,,
C,22,13,3156.349191,,,,,,,
C,23,13,3196.324518,,,,,,,
C,24,13,3087.729669,,,,,,,
C,25,13,3050.351623,,,,,,,
C,26,13,2943.477172,,,,,,,
C,27,13,2875.481226,,,,,,,
C,28,13,2922.227045,,,,,,,
C,29,13,2905.033811,,,,,,,
C,30,13,2906.48884,,,,,,,
D,1,13,2859.600494,,,,,,,
D,2,13,2838.015269,,,,,,,
D,3,13,2871.046924,,,,,,,
D,4,13,2845.202822,,,,,,,
D,5,13,2884.998725,,,,,,,
D,6,13,2835.58508,,,,,,,
D,7,13,2831.51211,,,,,,,
D,8,13,2896.724094,,,,,,,
D,9,13,2784.136668,,,,,,,
D,10,13,2812.848466,,,,,,,
D,11,13,2769.223736,,,,,,,
D,12,13,2787.528974,,,,,,,
D,13,13,2799.97896,,,,,,,
D,14,13,2818.91256,,,,,,,
D,15,13,2874.433163,,,,,,,
D,16,13,2853.551099,,,,,,,
D,17,13,2928.802883,,,,,,,
D,18,13,2929.146818,,,,,,,
D,19,13,2925.356927,,,,,,,
D,20,13,2888.766328,,,,,,,
D,21,13,2883.347677,,,,,,,
D,22,13,2858.882261,,,,,,,
D,23,13,2863.605234,,,,,,,
D,24,13,2867.87156,,,,,,,
D,25,13,2877.201346,,,,,,,
D,26,13,2948.348788,,,,,,,
D,27,13,2915.13445,,,,,,,
D,28,13,2832.982952,,,,,,,
D,29,13,2855.791501,,,,,,,
D,30,13,2777.93966,,,,,,,
A,1,14,2980.824094,,,,,,,
A,2,14,2852.637035,,,,,,,
A,3,14,2857.624713,,,,,,,
A,4,14,2874.092703,,,,,,,
A,5,14,2710.89849,,,,,,,
A,6,14,2861.27601,,,,,,,
A,7,14,2795.661726,,,,,,,
A,8,14,2753.169512,,,,,,,
A,9,14,2725.112563,,,,,,,
A,10,14,2808.945168,,,,,,,
A,11,14,2728.857767,,,,,,,
A,12,14,2843.885309,,,,,,,
A,13,14,2701.865928,,,,,,,
A,14,14,2693.134546,,,,,,,
A,15,14,2829.264122,,,,,,,
A,16,14,2865.601603,,,,,,,
A,17,14,2787.737623,,,,,,,
A,18,14,3095.674748,,,,,,,
A,19,14,2686.83876,,,,,,,
A,20,14,2654.348157,,,,,,,
A,21,14,2970.423082,,,,,,,
A,22,14,2814.056683,,,,,,,
A,23,14,2789.845652,,,,,,,
A,24,14,2668.736696,,,,,,,
A,25,14,2864.647887,,,,,,,
A,26,14,2650.666008,,,,,,,
A,27,14,2797.714927,,,,,,,
A,28,14,2623.553672,,,,,,,
A,29,14,2776.181559,,,,,,,
A,30,14,2776.155491,,,,,,,
B,1,14,3034.467278,,,,,,,
B,2,14,2964.259153,,,,,,,
B,3,14,2985.555448,,,,,,,
B,4,14,2755.746395,,,,,,,
B,5,14,2944.922045,,,,,,,
B,6,14,3020.098025,,,,,,,
B,7,14,3062.095286,,,,,,,
B,8,14,3045.498161,,,,,,,
B,9,14,3026.039445,,,,,,,
B,10,14,2863.353976,,,,,,,
B,11,14,3045.125479,,,,,,,
B,12,14,3079.396324,,,,,,,
B,13,14,3056.466304,,,,,,,
B,14,14,3097.710928,,,,,,,
B,15,14,3106.64183,,,,,,,
B,16,14,3125.50916,,,,,,,
B,17,14,3083.327554,,,,,,,
B,18,14,3065.466031,,,,,,,
B,19,14,3083.873884,,,,,,,
B,20,14,3110.613754,,,,,,,
B,21,14,3200.238489,,,,,,,
B,22,14,3153.530994,,,,,,,
B,23,14,3176.062103,,,,,,,
B,24,14,3151.688406,,,,,,,
B,25,14,3096.96672,,,,,,,
B,26,14,3117.180565,,,,,,,
B,27,14,3045.099859,,,,,,,
B,28,14,2897.586975,,,,,,,
B,29,14,3069.868684,,,,,,,
B,30,14,3038.871401,,,,,,,
C,1,14,3190.146936,,,,,,,
C,2,14,3075.351619,,,,,,,
C,3,14,2968.976597,,,,,,,
C,4,14,3129.136109,,,,,,,
C,5,14,2947.095294,,,,,,,
C,6,14,3015.407854,,,,,,,
C,7,14,3025.051016,,,,,,,
C,8,14,3145.555419,,,,,,,
C,9,14,3168.147362,,,,,,,
C,10,14,3138.566753,,,,,,,
C,11,14,2987.12096,,,,,,,
C,12,14,3021.483922,,,,,,,
C,13,14,3094.216327,,,,,,,
C,14,14,3161.406489,,,,,,,
C,15,14,3028.219613,,,,,,,
C,16,14,3035.006134,,,,,,,
C,17,14,2987.52479,,,,,,,
C,18,14,3129.204014,,,,,,,
C,19,14,3122.373802,,,,,,,
C,20,14,2923.383703,,,,,,,
C,21,14,2992.423252,,,,,,,
C,22,14,3020.299389,,,,,,,
C,23,14,2970.821954,,,,,,,
C,24,14,2895.399159,,,,,,,
C,25,14,2875.74303,,,,,,,
C,26,14,2810.543003,,,,,,,
C,27,14,2800.883968,,,,,,,
C,28,14,2819.711998,,,,,,,
C,29,14,2821.397076,,,,,,,
C,30,14,2942.6725,,,,,,,
D,1,14,3130.393209,,,,,,,
D,2,14,3165.903633,,,,,,,
D,3,14,3223.657401,,,,,,,
D,4,14,3198.808862,,,,,,,
D,5,14,3223.398706,,,,,,,
D,6,14,3197.4801,,,,,,,
D,7,14,3200.667681,,,,,,,
D,8,14,3238.749341,,,,,,,
D,9,14,3220.903056,,,,,,,
D,10,14,3221.354276,,,,,,,
D,11,14,3235.853488,,,,,,,
D,12,14,3253.716218,,,,,,,
D,13,14,3262.577575,,,,,,,
D,14,14,3279.502323,,,,,,,
D,15,14,3283.771758,,,,,,,
D,16,14,3290.493496,,,,,,,
D,17,14,3279.557729,,,,,,,
D,18,14,3286.556526,,,,,,,
D,19,14,3300.149568,,,,,,,
D,20,14,3316.178703,,,,,,,
D,21,14,3329.046132,,,,,,,
D,22,14,3301.244863,,,,,,,
D,23,14,3302.38071,,,,,,,
D,24,14,3242.340471,,,,,,,
D,25,14,3247.86223,,,,,,,
D,26,14,3292.312657,,,,,,,
D,27,14,3310.27435,,,,,,,
D,28,14,3155.163516,,,,,,,
D,29,14,3131.192366,,,,,,,
D,30,14,2997.77212,,,,,,,
A,1,15,2838.025919,,,,,,,
A,2,15,2805.357396,,,,,,,
A,3,15,2858.447626,,,,,,,
A,4,15,2971.272448,,,,,,,
A,5,15,3076.266992,,,,,,,
A,6,15,2955.0427,,,,,,,
A,7,15,3036.520905,,,,,,,
A,8,15,2922.777326,,,,,,,
A,9,15,2896.162851,,,,,,,
A,10,15,3132.339281,,,,,,,
A,11,15,3027.758608,,,,,,,
A,12,15,3082.542741,,,,,,,
A,13,15,2932.714117,,,,,,,
A,14,15,2880.80862,,,,,,,
A,15,15,2965.420915,,,,,,,
A,16,15,3002.948451,,,,,,,
A,17,15,2974.486963,,,,,,,
A,18,15,3081.723152,,,,,,,
A,19,15,2864.484246,,,,,,,
A,20,15,2888.882226,,,,,,,
A,21,15,3022.465312,,,,,,,
A,22,15,2994.144414,,,,,,,
A,23,15,2970.777516,,,,,,,
A,24,15,3139.80453,,,,,,,
A,25,15,3175.355959,,,,,,,
A,26,15,2950.287658,,,,,,,
A,27,15,2943.851909,,,,,,,
A,28,15,3134.801699,,,,,,,
A,29,15,3204.075337,,,,,,,
A,30,15,3049.262507,,,,,,,
B,1,15,3030.837725,,,,,,,
B,2,15,3094.062818,,,,,,,
B,3,15,2937.580418,,,,,,,
B,4,15,2920.053345,,,,,,,
B,5,15,3034.687341,,,,,,,
B,6,15,2986.224268,,,,,,,
B,7,15,3044.347647,,,,,,,
B,8,15,3033.899687,,,,,,,
B,9,15,3018.042891,,,,,,,
B,10,15,3216.224131,,,,,,,
B,11,15,3023.435737,,,,,,,
B,12,15,3121.87861,,,,,,,
B,13,15,3118.119208,,,,,,,
B,14,15,3080.116757,,,,,,,
B,15,15,3015.310059,,,,,,,
B,16,15,3088.090759,,,,,,,
B,17,15,3198.070255,,,,,,,
B,18,15,3199.880961,,,,,,,
B,19,15,3191.607236,,,,,,,
B,20,15,2923.607339,,,,,,,
B,21,15,3047.771566,,,,,,,
B,22,15,3231.751195,,,,,,,
B,23,15,3058.154618,,,,,,,
B,24,15,3157.998243,,,,,,,
B,25,15,3084.321193,,,,,,,
B,26,15,3034.504275,,,,,,,
B,27,15,2989.567822,,,,,,,
B,28,15,3158.199976,,,,,,,
B,29,15,3005.628295,,,,,,,
B,30,15,3075.574689,,,,,,,
C,1,15,2923.581259,,,,,,,
C,2,15,2985.842974,,,,,,,
C,3,15,3115.215456,,,,,,,
C,4,15,3024.782028,,,,,,,
C,5,15,3225.8833,,,,,,,
C,6,15,3159.831606,,,,,,,
C,7,15,3219.182528,,,,,,,
C,8,15,2990.256508,,,,,,,
C,9,15,3021.530281,,,,,,,
C,10,15,3209.650787,,,,,,,
C,11,15,3171.151354,,,,,,,
C,12,15,3236.983399,,,,,,,
C,13,15,3296.343014,,,,,,,
C,14,15,3059.429531,,,,,,,
C,15,15,3121.674595,,,,,,,
C,16,15,3290.610567,,,,,,,
C,17,15,3262.631813,,,,,,,
C,18,15,3101.405974,,,,,,,
C,19,15,3040.828581,,,,,,,
C,20,15,3248.892359,,,,,,,
C,21,15,3206.276478,,,,,,,
C,22,15,3205.988724,,,,,,,
C,23,15,3234.853574,,,,,,,
C,24,15,3129.194397,,,,,,,
C,25,15,3040.993168,,,,,,,
C,26,15,2953.565901,,,,,,,
C,27,15,2926.519127,,,,,,,
C,28,15,2969.57478,,,,,,,
C,29,15,2947.736535,,,,,,,
C,30,15,3024.887231,,,,,,,
D,1,15,3170.211028,,,,,,,
D,2,15,3174.2404,,,,,,,
D,3,15,3224.736783,,,,,,,
D,4,15,3203.685618,,,,,,,
D,5,15,3230.798131,,,,,,,
D,6,15,3183.493974,,,,,,,
D,7,15,3182.340335,,,,,,,
D,8,15,3142.369823,,,,,,,
D,9,15,3133.041199,,,,,,,
D,10,15,3164.110621,,,,,,,
D,11,15,3055.561231,,,,,,,
D,12,15,3090.212785,,,,,,,
D,13,15,3074.892714,,,,,,,
D,14,15,3080.576197,,,,,,,
D,15,15,3054.159923,,,,,,,
D,16,15,3049.058002,,,,,,,
D,17,15,3076.991547,,,,,,,
D,18,15,3057.018822,,,,,,,
D,19,15,3068.043472,,,,,,,
D,20,15,3048.969378,,,,,,,
D,21,15,3052.473372,,,,,,,
D,22,15,3037.83006,,,,,,,
D,23,15,3019.653645,,,,,,,
D,24,15,2964.755991,,,,,,,
D,25,15,2973.115171,,,,,,,
D,26,15,3011.107425,,,,,,,
D,27,15,2947.482295,,,,,,,
D,28,15,2803.933074,,,,,,,
D,29,15,2799.257747,,,,,,,
D,30,15,2714.775148,,,,,,,
A,1,16,2774.700177,,,,,,,
A,2,16,2719.121485,,,,,,,
A,3,16,2772.538187,,,,,,,
A,4,16,2828.417138,,,,,,,
A,5,16,2689.869428,,,,,,,
A,6,16,2722.883341,,,,,,,
A,7,16,2773.680534,,,,,,,
A,8,16,2772.367911,,,,,,,
A,9,16,2753.366329,,,,,,,
A,10,16,3042.834219,,,,,,,
A,11,16,2731.259467,,,,,,,
A,12,16,2737.176171,,,,,,,
A,13,16,2730.466867,,,,,,,
A,14,16,2866.341383,,,,,,,
A,15,16,2812.18025,,,,,,,
A,16,16,2746.532898,,,,,,,
A,17,16,2908.830897,,,,,,,
A,18,16,2894.710075,,,,,,,
A,19,16,2752.176938,,,,,,,
A,20,16,2846.104018,,,,,,,
A,21,16,2876.959538,,,,,,,
A,22,16,2941.658034,,,,,,,
A,23,16,2948.411236,,,,,,,
A,24,16,2869.099821,,,,,,,
A,25,16,2983.371121,,,,,,,
A,26,16,2854.59045,,,,,,,
A,27,16,2765.549196,,,,,,,
A,28,16,2742.280166,,,,,,,
A,29,16,2818.156692,,,,,,,
A,30,16,2778.070189,,,,,,,
B,1,16,3058.950356,,,,,,,
B,2,16,2977.283085,,,,,,,
B,3,16,3046.521457,,,,,,,
B,4,16,2906.157546,,,,,,,
B,5,16,2956.587818,,,,,,,
B,6,16,3070.821345,,,,,,,
B,7,16,3167.67086,,,,,,,
B,8,16,3157.849296,,,,,,,
B,9,16,3107.950797,,,,,,,
B,10,16,2909.748989,,,,,,,
B,11,16,3057.908468,,,,,,,
B,12,16,3093.393168,,,,,,,
B,13,16,3098.577372,,,,,,,
B,14,16,3058.946303,,,,,,,
B,15,16,3145.674094,,,,,,,
B,16,16,3111.267314,,,,,,,
B,17,16,3081.283671,,,,,,,
B,18,16,2943.528793,,,,,,,
B,19,16,2918.428935,,,,,,,
B,20,16,3100.755673,,,,,,,
B,21,16,3103.615922,,,,,,,
B,22,16,2961.271484,,,,,,,
B,23,16,2994.621603,,,,,,,
B,24,16,2868.695057,,,,,,,
B,25,16,2906.661335,,,,,,,
B,26,16,3037.768861,,,,,,,
B,27,16,3047.405229,,,,,,,
B,28,16,2844.307071,,,,,,,
B,29,16,3029.891728,,,,,,,
B,30,16,3113.656874,,,,,,,
C,1,16,3135.149264,,,,,,,
C,2,16,3139.982313,,,,,,,
C,3,16,3095.348543,,,,,,,
C,4,16,3174.125206,,,,,,,
C,5,16,3067.881556,,,,,,,
C,6,16,3151.07189,,,,,,,
C,7,16,3121.310407,,,,,,,
C,8,16,3237.499493,,,,,,,
C,9,16,3231.528716,,,,,,,
C,10,16,2989.584694,,,,,,,
C,11,16,3008.261836,,,,,,,
C,12,16,3135.652059,,,,,,,
C,13,16,3126.505946,,,,,,,
C,14,16,3346.373096,,,,,,,
C,15,16,3237.551207,,,,,,,
C,16,16,3167.806613,,,,,,,
C,17,16,3140.394859,,,,,,,
C,18,16,3254.114282,,,,,,,
C,19,16,3255.608545,,,,,,,
C,20,16,3122.884305,,,,,,,
C,21,16,3228.066119,,,,,,,
C,22,16,3216.142895,,,,,,,
C,23,16,3134.388148,,,,,,,
C,24,16,3033.220352,,,,,,,
C,25,16,2991.494634,,,,,,,
C,26,16,2939.769391,,,,,,,
C,27,16,2921.116726,,,,,,,
C,28,16,2885.340549,,,,,,,
C,29,16,2883.387175,,,,,,,
C,30,16,3002.715832,,,,,,,
D,1,16,3154.472831,,,,,,,
D,2,16,3170.117279,,,,,,,
D,3,16,3177.508368,,,,,,,
D,4,16,3187.056971,,,,,,,
D,5,16,3203.583145,,,,,,,
D,6,16,3160.667184,,,,,,,
D,7,16,3154.349961,,,,,,,
D,8,16,3194.414334,,,,,,,
D,9,16,3131.540816,,,,,,,
D,10,16,3115.505674,,,,,,,
D,11,16,3099.40219,,,,,,,
D,12,16,3146.286222,,,,,,,
D,13,16,3080.443096,,,,,,,
D,14,16,3098.344247,,,,,,,
D,15,16,3122.367481,,,,,,,
D,16,16,3088.895392,,,,,,,
D,17,16,3109.985017,,,,,,,
D,18,16,3119.930008,,,,,,,
D,19,16,3082.793215,,,,,,,
D,20,16,3109.389496,,,,,,,
D,21,16,3110.633439,,,,,,,
D,22,16,3096.69737,,,,,,,
D,23,16,3065.499216,,,,,,,
D,24,16,3014.825126,,,,,,,
D,25,16,3016.98942,,,,,,,
D,26,16,3081.364354,,,,,,,
D,27,16,3032.153719,,,,,,,
D,28,16,2864.575136,,,,,,,
D,29,16,2891.81226,,,,,,,
D,30,16,2807.920438,,,,,,,
A,1,17,2767.005541,,,,,,,
A,2,17,2793.494222,,,,,,,
A,3,17,2798.72555,,,,,,,
A,4,17,2961.269801,,,,,,,
A,5,17,2987.747252,,,,,,,
A,6,17,2914.680226,,,,,,,
A,7,17,2941.600349,,,,,,,
A,8,17,2844.551117,,,,,,,
A,9,17,2896.611946,,,,,,,
A,10,17,2940.454236,,,,,,,
A,11,17,2959.623333,,,,,,,
A,12,17,3013.914254,,,,,,,
A,13,17,2858.391287,,,,,,,
A,14,17,2799.083888,,,,,,,
A,15,17,2829.999506,,,,,,,
A,16,17,2942.257733,,,,,,,
A,17,17,2769.938025,,,,,,,
A,18,17,2977.760085,,,,,,,
A,19,17,2679.652027,,,,,,,
A,20,17,2826.509921,,,,,,,
A,21,17,2866.221519,,,,,,,
A,22,17,2877.288179,,,,,,,
A,23,17,2937.190136,,,,,,,
A,24,17,2940.6202,,,,,,,
A,25,17,2976.789621,,,,,,,
A,26,17,2918.586621,,,,,,,
A,27,17,2896.796922,,,,,,,
A,28,17,2923.487285,,,,,,,
A,29,17,2951.590299,,,,,,,
A,30,17,2889.769129,,,,,,,
B,1,17,2804.29458,,,,,,,
B,2,17,2918.745445,,,,,,,
B,3,17,2773.36463,,,,,,,
B,4,17,2813.40993,,,,,,,
B,5,17,2814.436412,,,,,,,
B,6,17,2756.529903,,,,,,,
B,7,17,2758.724263,,,,,,,
B,8,17,2749.085463,,,,,,,
B,9,17,2815.175308,,,,,,,
B,10,17,2954.883625,,,,,,,
B,11,17,2836.908272,,,,,,,
B,12,17,2878.620831,,,,,,,
B,13,17,2917.626118,,,,,,,
B,14,17,2893.176258,,,,,,,
B,15,17,2828.386,,,,,,,
B,16,17,2851.947238,,,,,,,
B,17,17,2995.867162,,,,,,,
B,18,17,2984.92634,,,,,,,
B,19,17,2968.870018,,,,,,,
B,20,17,2848.021328,,,,,,,
B,21,17,2876.71974,,,,,,,
B,22,17,3070.720836,,,,,,,
B,23,17,2967.781463,,,,,,,
B,24,17,2994.531188,,,,,,,
B,25,17,2952.574828,,,,,,,
B,26,17,2968.220572,,,,,,,
B,27,17,2965.426961,,,,,,,
B,28,17,3071.183518,,,,,,,
B,29,17,2925.174954,,,,,,,
B,30,17,2974.053399,,,,,,,
C,1,17,2907.866254,,,,,,,
C,2,17,3036.464994,,,,,,,
C,3,17,3001.129854,,,,,,,
C,4,17,2903.801049,,,,,,,
C,5,17,2976.344484,,,,,,,
C,6,17,2936.044568,,,,,,,
C,7,17,2990.7052,,,,,,,
C,8,17,2843.921174,,,,,,,
C,9,17,2950.304428,,,,,,,
C,10,17,2983.509444,,,,,,,
C,11,17,2909.638111,,,,,,,
C,12,17,2945.96314,,,,,,,
C,13,17,2966.190699,,,,,,,
C,14,17,2832.66216,,,,,,,
C,15,17,2810.576606,,,,,,,
C,16,17,2990.286934,,,,,,,
C,17,17,2902.480025,,,,,,,
C,18,17,2803.318734,,,,,,,
C,19,17,2843.326816,,,,,,,
C,20,17,2963.337556,,,,,,,
C,21,17,2887.449775,,,,,,,
C,22,17,2910.69166,,,,,,,
C,23,17,2907.727509,,,,,,,
C,24,17,2836.427426,,,,,,,
C,25,17,2849.048923,,,,,,,
C,26,17,2750.67405,,,,,,,
C,27,17,2726.057722,,,,,,,
C,28,17,2755.118652,,,,,,,
C,29,17,2736.974884,,,,,,,
C,30,17,2784.668181,,,,,,,
D,1,17,2884.687634,,,,,,,
D,2,17,2844.896485,,,,,,,
D,3,17,2856.558794,,,,,,,
D,4,17,2849.679647,,,,,,,
D,5,17,2848.301313,,,,,,,
D,6,17,2861.58501,,,,,,,
D,7,17,2899.068197,,,,,,,
D,8,17,2878.701337,,,,,,,
D,9,17,2902.304024,,,,,,,
D,10,17,2883.179271,,,,,,,
D,11,17,2896.774055,,,,,,,
D,12,17,2882.671178,,,,,,,
D,13,17,2895.377885,,,,,,,
D,14,17,2878.613079,,,,,,,
D,15,17,2881.819704,,,,,,,
D,16,17,2925.371322,,,,,,,
D,17,17,2880.222549,,,,,,,
D,18,17,2851.094903,,,,,,,
D,19,17,2849.811402,,,,,,,
D,20,17,2864.817263,,,,,,,
D,21,17,2853.075867,,,,,,,
D,22,17,2880.15779,,,,,,,
D,23,17,2846.404367,,,,,,,
D,24,17,2793.008272,,,,,,,
D,25,17,2826.249825,,,,,,,
D,26,17,2891.565875,,,,,,,
D,27,17,2835.482441,,,,,,,
D,28,17,2701.523287,,,,,,,
D,29,17,2732.706781,,,,,,,
D,30,17,2711.073813,,,,,,,
